,URL,category
22,https://www.ebay.com/itm/Auto-Seat-Covers-for-Car-Truck-SUV-Van-Universal-Protectors-Polyester-12-Color/143225157260?epid=10034599764&hash=item2158e2768c:g:XdwAAOSwfiZcvitV&var=442151951150,Vehicles & Parts > Vehicle Parts & Accessories
23,https://www.foxnews.com/entertainment/keanu-reeves-stars-video-game-cyberpunk-2077,Software > Computer Software
24,https://www.ebay.com/itm/CODE-VISUAL-STUDIO-ENTERPRISE-VISIO-PROJECT-2019-PROFESSIONAL-USB/373335615800,Software > Computer Software
25,https://www.ubuy.fr/en/search/index/view/product/B07H56RJKX/s/microsoft-office-professional-2019-1-device-windows-10-download/store/store,Software > Computer Software
26,https://edition.cnn.com/2021/02/11/success/save-on-clothes-feseries/index.html,Apparel & Accessories > Clothing
27,https://www.amazon.com/Hanes-Comfortsoft-T-Shirt-charcoal-heather/dp/B071JYV6K6,Apparel & Accessories > Clothing
28,https://parisfashionshops.com/fr/femme/produit/you-you-t-shirt-chat-en-strass7,Apparel & Accessories > Clothing
29,https://www.nytimes.com/2020/08/07/style/gamer-chair-market-herman-miller.html,Furniture > Chairs
30,https://www.amazon.com/AKRacing-Brazilian-Backrest-Adjustment-Mechanisms-pc/dp/B07YZRY6V8,Furniture > Chairs
31,https://www.pamono.eu/rosewood-dining-chairs-by-robert-heritage-for-archie-shine-1950s-set-of-6-5,Furniture > Chairs
32,https://www.nytimes.com/2021/02/16/books/review/blindfold-a-memoir-of-capture-torture-and-enlightenment-by-theo-padnos-an-excerpt.html,Media > Books
33,https://www.amazon.com/dp/0385546130/,Media > Books
34,https://www.waterstones.com/book/the-thursday-murder-club/richard-osman/9780241425442,Media > Books
35,https://edition.cnn.com/2020/12/01/americas/deforestation-brazil-amazon-bolsonaro-intl/index.html,Home & Garden > Plants
36,https://www.amazon.com/Veryhome-Fake-Succulent-Plants-Artificial-Faux-Succulents-4pcs-Plastic-Mini-Potted-Fake-Succulents-Flower-Arrangements/dp/B07DXP3KMG,Home & Garden > Plants
37,https://www.buzzfeed.com/victoriavouloumanos/best-places-to-buy-live-plants-online,Home & Garden > Plants
38,https://www.foxnews.com/travel/smart-suitcases-are-being-banned-from-several-airlines-starting-january,Luggage & Bags > Suitcases
39,https://www.amazon.com/AmazonBasics-Hardshell-Spinner-Luggage-3-Piece/dp/B07BMVZX1F,Luggage & Bags > Suitcases
40,https://www.buzzfeed.com/natashajokic1/suitcase-traveler-type-quiz,Luggage & Bags > Suitcases
41,https://www.nytimes.com/2021/01/13/technology/personaltech/smartphone-camera-do-more.html,Cameras & Optics > Cameras
42,https://www.amazon.com/Canon-PowerShot-Digital-Camera-Optical/dp/B019UDIAI6,Cameras & Optics > Cameras
43,https://www.flipkart.com/gopro-hero8-black-sports-action-camera/p/itmc22957c908f01,Cameras & Optics > Cameras
44,https://www.newegg.com/abs-ali467/p/N82E16883360052,Electronics > Computers
45,https://www.bestbuy.com/site/apple-macbook-pro-13-display-with-touch-bar-intel-core-i5-8gb-memory-256gb-ssd-space-gray/6287705.p?skuId=6287705,Electronics > Computers
46,https://www.ibuypower.com/Store/MSI-GF65-Thin-9SD-836-Gaming-Laptop,Electronics > Computers
47,https://www.mobileshop.eu/apple/mobile-phones/iphone-12-5g-dual-esim-64gb-4gb-ram/,Electronics > Communications
48,https://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=1618844&Sku=13725211,Electronics > Communications
49,https://www.snapdeal.com/product/redmi-9a-32gb-2-gb/8070451206464593453#bcrumbLabelId:175,Electronics > Communications
50,https://www.snapdeal.com/product/steorra-jewels-brass-golden-choker/680302909629#bcrumbSearch:jewels,Apparel & Accessories > Jewelry
51,https://www.rubyandoscar.com/opal-pendant-necklace-in-sterling-silver-r138923s?cur=EUR&gclid=CjwKCAiAmrOBBhA0EiwArn3mfLTL4qe2F5DXjlxWWRzypUpK6pWVH9v0XgpioUmXFFV9PE8fykVxUxoCgEMQAvD_BwE,Apparel & Accessories > Jewelry
52,https://safira.com/most-wanted/18k-gold-plated-sessan-huggie-hoops,Apparel & Accessories > Jewelry
53,https://parts.cat.com/en/catcorp/off-the-road/447-1131,Vehicles & Parts > Vehicle Parts & Accessories
54,https://www.partsgeek.com/catalog/2004/honda/crv/brake/brake_rotor.html,Vehicles & Parts > Vehicle Parts & Accessories
55,https://www.buyautoparts.com/buynow/2018/audi/a4/a-c_compressor/60-04586_nc,Vehicles & Parts > Vehicle Parts & Accessories
56,https://softwaremedia.com/shop/backup-exec-capacity-edition-1-front-end-tb-on-premise-standard-license-essential-support-2-5-licenses-1-year/,Software > Computer Software
57,https://store.steampowered.com/app/859580/Imperator_Rome/,Software > Computer Software
58,https://royaldiscount.com/shop/apple-final-cut-studio-3-mb642za/,Software > Computer Software
59,https://shop.calliste.lu/en/dresses/41259-dress-with-a-floral-patchwork-print.html?/61170-samples-380910_35133_16308159/84-hosen-48&gclid=CjwKCAiAmrOBBhA0EiwArn3mfGtUAVYPXbxbwjIB1e9Wxwteluig8L-rfJw-4Nvzul1wJkNdE6-FdRoC_5wQAvD_BwE,Apparel & Accessories > Clothing
60,https://www.matchlesslondon.com/products/m47-tank-jacket-man?variant=19355935604790&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gclid=CjwKCAiAmrOBBhA0EiwArn3mfCn824IgTVZf1xm8PVZKwEgl6vVhhHF9x-JIEUozVR8JDz_9UkuK6xoC-e4QAvD_BwE,Apparel & Accessories > Clothing
61,https://us.boohoo.com/tonal-stripe-tie-waist-linen-look-beach-trouser-/SZZ84558.html,Apparel & Accessories > Clothing
62,https://www.ikea.com/us/en/p/haerlanda-chaise-sporda-natural-s29320355/,Furniture > Chairs
63,https://bombinate.com/product/2000001000410220163?gclid=CjwKCAiAmrOBBhA0EiwArn3mfPNNjVPlFOPGE1xJ3NqNfnCKD6MDhocvKn5DLaCeXXccRXsUIfaL3hoCxUMQAvD_BwE,Furniture > Chairs
64,https://huiyuchair.en.made-in-china.com/product/AwlEOsJrOmWG/China-Modern-Plastic-Office-Chair-with-Functional-Storage-Space-for-Classroom-and-Conference-Chair.html,Furniture > Chairs
65,https://wordery.com/fing-david-walliams-9780008349110,Media > Books
66,https://www.bookdepository.com/Queens-Gambit-Walter-Tevis/9781474622578?ref=grid-view,Media > Books
67,https://eu.assouline.com/products/louis-vuitton-windows?utm_medium=cpc&utm_source=google&utm_campaign=Google%20Shopping&currency=EUR&mkwid=_dc&pcrid=379525369895&gclid=CjwKCAiAmrOBBhA0EiwArn3mfIxa-6VsNJWdX7XvmYTjONB4jU89bMBwFuNvc_m9kY3i8HHyLz9NAxoCGf8QAvD_BwE,Media > Books
68,https://www.crocus.co.uk/plants/_/asparagus-pacific-purple/classid.2000007613/,Home & Garden > Plants
69,https://www.thesill.com/products/pink-anthurium?variant=32807204290665,Home & Garden > Plants
70,https://heyhorti.com/products/order-a-jungle?variant=21274573930577,Home & Garden > Plants
71,https://www.wardow.com/en/the-north-face-rolling-thunder-30-travel-bag-with-wheels-yellow-nf0a3c93zu3-os-en-0.html,Luggage & Bags > Suitcases
72,https://www.strandbags.com.au/luggage/guess-logo-affair-53cm-suitcase/3190003#,Luggage & Bags > Suitcases
73,https://www.luggageonline.com/american-tourister-star-wars-hardside-21-spinner,Luggage & Bags > Suitcases
74,https://www.artscameras.com/canon-powershot-g9x-mark-ii-digital-camera-silver-529-99-100-instant-savings-sale-429-99-through-12-01-19/,Cameras & Optics > Cameras
75,https://www.jessops.com/p/sony/ax53-4k-handycam-camcorder-97668,Cameras & Optics > Cameras
76,https://www.cameraworld.co.uk/product/used-nikon-d750-dslr-camera-body-1-000-shutter-count.html,Cameras & Optics > Cameras
77,https://www.ebay.com/itm/Custom-Build-Dell-Desktop-Computer-i7-16GB-1TB-SSD-HDMI-Windows-10-PC-WiFi/174633976106,Electronics > Computers
78,https://www.amazon.com/Samsung-Factory-Unlocked-Smartphone-Pro-Grade/dp/B08FYTSXGQ,Electronics > Communications
79,https://www.nextdirect.com/fr/en/G2728s9/222431,Apparel & Accessories > Jewelry
80,https://www.ebay.com.au/itm/Honda-Crf110-Gear-Shift-Shifter-Brace/174436456252,Vehicles & Parts > Vehicle Parts & Accessories
81,https://www.bestbuy.com/site/individual-software-business-plan-pro-complete-gold-edition-windows/6424560.p?skuId=6424560,Software > Computer Software
82,https://www.ubuy.fr/en/search/index/view/product/B07G7TDPS1/s/men-39-s-charged-assert-8-running-shoe/store/store,Apparel & Accessories > Clothing
83,https://www.amazon.co.uk/Stakmore-Craft-Folding-Cherry-Finish/dp/B077MMW94X,Furniture > Chairs
84,https://www.ubuy.ie/en/search/index/view/productwl/40568867/s/house-of-night-novels-11-revealed-a-house-of-night-novel-paperback/store/mart,Media > Books
85,https://www.nextdirect.com/fr/en/G278119s15/298145,Home & Garden > Plants
86,https://www.ebay.com/itm/30-36-42-Rolling-Duffle-Bag-Travel-Wheeled-Suitcase-Luggage-Heavy-Duty/263448128828,Luggage & Bags > Suitcases
87,https://www.ebay.com/itm/Camera-Mirror-less-Fuji-X-A2-Lens-16-55-mm-II-OIS-lens-kit-free-memory-Bag-16GB/124579087158,Cameras & Optics > Cameras
